0,0,0,10,AODV,7.5,None
1,0,0,10,AODV,7.5,None
2,0,0,10,AODV,7.5,None
3,0,0,10,AODV,7.5,None
4,0,0,10,AODV,7.5,None
5,0,0,10,AODV,7.5,None
6,0,0,10,AODV,7.5,None
7,0,0,10,AODV,7.5,None
8,0,0,10,AODV,7.5,None
9,0,0,10,AODV,7.5,None
10,0,0,10,AODV,7.5,None
11,0,0,10,AODV,7.5,None
12,0,0,10,AODV,7.5,None
13,0,0,10,AODV,7.5,None
14,0,0,10,AODV,7.5,None
15,0,0,10,AODV,7.5,None
16,0,0,10,AODV,7.5,None
17,0,0,10,AODV,7.5,None
18,0,0,10,AODV,7.5,None
19,0,0,10,AODV,7.5,None
20,0,0,10,AODV,7.5,None
21,0,0,10,AODV,7.5,None
22,0,0,10,AODV,7.5,None
23,0,0,10,AODV,7.5,None
24,0,0,10,AODV,7.5,None
25,0,0,10,AODV,7.5,None
26,0,0,10,AODV,7.5,None
27,0,0,10,AODV,7.5,None
28,0,0,10,AODV,7.5,None
29,0,0,10,AODV,7.5,None
30,0,0,10,AODV,7.5,None
31,0,0,10,AODV,7.5,None
32,0,0,10,AODV,7.5,None
33,0,0,10,AODV,7.5,None
34,0,0,10,AODV,7.5,None
35,0,0,10,AODV,7.5,None
36,0,0,10,AODV,7.5,None
37,0,0,10,AODV,7.5,None
38,0,0,10,AODV,7.5,None
39,0,0,10,AODV,7.5,None
40,0,0,10,AODV,7.5,None
41,0,0,10,AODV,7.5,None
42,0,0,10,AODV,7.5,None
43,0,0,10,AODV,7.5,None
44,0,0,10,AODV,7.5,None
45,0,0,10,AODV,7.5,None
46,0,0,10,AODV,7.5,None
47,0,0,10,AODV,7.5,None
48,0,0,10,AODV,7.5,None
49,0,0,10,AODV,7.5,None
50,0,0,10,AODV,7.5,None
51,0,0,10,AODV,7.5,None
52,0,0,10,AODV,7.5,None
53,0,0,10,AODV,7.5,None
54,0,0,10,AODV,7.5,None
55,0,0,10,AODV,7.5,None
56,0,0,10,AODV,7.5,None
57,0,0,10,AODV,7.5,None
58,0,0,10,AODV,7.5,None
59,0,0,10,AODV,7.5,None
60,0,0,10,AODV,7.5,None
61,0,0,10,AODV,7.5,None
62,0,0,10,AODV,7.5,None
63,0,0,10,AODV,7.5,None
64,0,0,10,AODV,7.5,None
65,0,0,10,AODV,7.5,None
66,0,0,10,AODV,7.5,None
67,0,0,10,AODV,7.5,None
68,0,0,10,AODV,7.5,None
69,0,0,10,AODV,7.5,None
70,0,0,10,AODV,7.5,None
71,0,0,10,AODV,7.5,None
72,0,0,10,AODV,7.5,None
73,0,0,10,AODV,7.5,None
74,0,0,10,AODV,7.5,None
75,0,0,10,AODV,7.5,None
76,0,0,10,AODV,7.5,None
77,0,0,10,AODV,7.5,None
78,0,0,10,AODV,7.5,None
79,0,0,10,AODV,7.5,None
80,0,0,10,AODV,7.5,None
81,0,0,10,AODV,7.5,None
82,0,0,10,AODV,7.5,None
83,0,0,10,AODV,7.5,None
84,0,0,10,AODV,7.5,None
85,0,0,10,AODV,7.5,None
86,0,0,10,AODV,7.5,None
87,0,0,10,AODV,7.5,None
88,0,0,10,AODV,7.5,None
89,0,0,10,AODV,7.5,None
90,0,0,10,AODV,7.5,None
91,0,0,10,AODV,7.5,None
92,0,0,10,AODV,7.5,None
93,0,0,10,AODV,7.5,None
94,0,0,10,AODV,7.5,None
95,0,0,10,AODV,7.5,None
96,0,0,10,AODV,7.5,None
97,0,0,10,AODV,7.5,None
98,0,0,10,AODV,7.5,None
99,0,0,10,AODV,7.5,None
100,0,0,10,AODV,7.5,None
101,1.024,2,10,AODV,7.5,None
102,4.096,8,10,AODV,7.5,None
103,4.096,8,10,AODV,7.5,None
104,3.584,7,10,AODV,7.5,None
105,2.048,4,10,AODV,7.5,None
106,2.048,4,10,AODV,7.5,None
107,4.096,8,10,AODV,7.5,None
108,8.704,17,10,AODV,7.5,None
109,7.68,15,10,AODV,7.5,None
110,8.192,16,10,AODV,7.5,None
111,7.168,14,10,AODV,7.5,None
112,8.192,16,10,AODV,7.5,None
113,6.656,13,10,AODV,7.5,None
114,10.24,20,10,AODV,7.5,None
115,14.848,29,10,AODV,7.5,None
116,10.24,20,10,AODV,7.5,None
117,10.24,20,10,AODV,7.5,None
118,11.264,22,10,AODV,7.5,None
119,13.312,26,10,AODV,7.5,None
120,15.36,30,10,AODV,7.5,None
121,13.312,26,10,AODV,7.5,None
122,12.288,24,10,AODV,7.5,None
123,11.264,22,10,AODV,7.5,None
124,11.264,22,10,AODV,7.5,None
125,13.824,27,10,AODV,7.5,None
126,9.216,18,10,AODV,7.5,None
127,15.36,30,10,AODV,7.5,None
128,11.776,23,10,AODV,7.5,None
129,5.12,10,10,AODV,7.5,None
130,2.048,4,10,AODV,7.5,None
131,2.048,4,10,AODV,7.5,None
132,2.048,4,10,AODV,7.5,None
133,2.048,4,10,AODV,7.5,None
134,2.048,4,10,AODV,7.5,None
135,2.048,4,10,AODV,7.5,None
136,2.048,4,10,AODV,7.5,None
137,2.048,4,10,AODV,7.5,None
138,1.536,3,10,AODV,7.5,None
139,2.048,4,10,AODV,7.5,None
140,2.048,4,10,AODV,7.5,None
141,10.752,21,10,AODV,7.5,None
142,22.528,44,10,AODV,7.5,None
143,10.752,21,10,AODV,7.5,None
144,8.704,17,10,AODV,7.5,None
145,9.216,18,10,AODV,7.5,None
146,10.752,21,10,AODV,7.5,None
147,9.728,19,10,AODV,7.5,None
148,9.728,19,10,AODV,7.5,None
149,9.728,19,10,AODV,7.5,None
150,12.8,25,10,AODV,7.5,None
151,11.264,22,10,AODV,7.5,None
152,11.776,23,10,AODV,7.5,None
153,10.752,21,10,AODV,7.5,None
154,13.312,26,10,AODV,7.5,None
